feature,value,group,dataset,layer
wg_dist.iq_range,0.516172420150891,concept,glue_rte,layer_1
wg_dist.kurtosis,4.206546130856335,concept,glue_rte,layer_1
wg_dist.max,8.626280118803997,concept,glue_rte,layer_1
wg_dist.mean,5.518164746928355,concept,glue_rte,layer_1
wg_dist.median,5.463494413833816,concept,glue_rte,layer_1
wg_dist.min,4.656283076685556,concept,glue_rte,layer_1
wg_dist.nancount,2490.0,concept,glue_rte,layer_1
wg_dist.nanhistogram.0,0.11285140562248996,concept,glue_rte,layer_1
wg_dist.nanhistogram.1,0.37309236947791163,concept,glue_rte,layer_1
wg_dist.nanhistogram.2,0.3353413654618474,concept,glue_rte,layer_1
wg_dist.nanhistogram.3,0.12449799196787148,concept,glue_rte,layer_1
wg_dist.nanhistogram.4,0.03614457831325301,concept,glue_rte,layer_1
wg_dist.nanhistogram.5,0.010441767068273093,concept,glue_rte,layer_1
wg_dist.nanhistogram.6,0.004417670682730923,concept,glue_rte,layer_1
wg_dist.nanhistogram.7,0.001606425702811245,concept,glue_rte,layer_1
wg_dist.nanhistogram.8,0.0008032128514056225,concept,glue_rte,layer_1
wg_dist.nanhistogram.9,0.0008032128514056225,concept,glue_rte,layer_1
wg_dist.naniq_range,0.516172420150891,concept,glue_rte,layer_1
wg_dist.nankurtosis,4.206546130856335,concept,glue_rte,layer_1
wg_dist.nanmax,8.626280118803997,concept,glue_rte,layer_1
wg_dist.nanmean,5.518164746928355,concept,glue_rte,layer_1
wg_dist.nanmedian,5.463494413833816,concept,glue_rte,layer_1
wg_dist.nanmin,4.656283076685556,concept,glue_rte,layer_1
wg_dist.nanpnorm,276.19297146604794,concept,glue_rte,layer_1
wg_dist.nanpowersum,76282.55748724515,concept,glue_rte,layer_1
wg_dist.nanquantiles.0,4.656283076685556,concept,glue_rte,layer_1
wg_dist.nanquantiles.1,5.220853310319598,concept,glue_rte,layer_1
wg_dist.nanquantiles.2,5.463494413833816,concept,glue_rte,layer_1
wg_dist.nanquantiles.3,5.7370257304704895,concept,glue_rte,layer_1
wg_dist.nanquantiles.4,8.626280118803997,concept,glue_rte,layer_1
wg_dist.nanrange,3.9699970421184414,concept,glue_rte,layer_1
wg_dist.nansd,0.4306942984280317,concept,glue_rte,layer_1
wg_dist.nanskewness,1.3487936384456718,concept,glue_rte,layer_1
wg_dist.nansum,13740.230219851604,concept,glue_rte,layer_1
wg_dist.nanvar,0.18549757869841443,concept,glue_rte,layer_1
wg_dist.pnorm,276.19297146604794,concept,glue_rte,layer_1
wg_dist.powersum,76282.55748724515,concept,glue_rte,layer_1
wg_dist.quantiles.0,4.656283076685556,concept,glue_rte,layer_1
wg_dist.quantiles.1,5.220853310319598,concept,glue_rte,layer_1
wg_dist.quantiles.2,5.463494413833816,concept,glue_rte,layer_1
wg_dist.quantiles.3,5.7370257304704895,concept,glue_rte,layer_1
wg_dist.quantiles.4,8.626280118803997,concept,glue_rte,layer_1
wg_dist.range,3.9699970421184414,concept,glue_rte,layer_1
wg_dist.sd,0.4306942984280317,concept,glue_rte,layer_1
wg_dist.skewness,1.3487936384456718,concept,glue_rte,layer_1
wg_dist.sum,13740.230219851604,concept,glue_rte,layer_1
wg_dist.var,0.18549757869841443,concept,glue_rte,layer_1
best_node.count,3.0,landmarking,glue_rte,layer_2
best_node.histogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
best_node.histogram.1,0.0,landmarking,glue_rte,layer_2
best_node.histogram.2,0.0,landmarking,glue_rte,layer_2
best_node.histogram.3,0.0,landmarking,glue_rte,layer_2
best_node.histogram.4,0.0,landmarking,glue_rte,layer_2
best_node.histogram.5,0.0,landmarking,glue_rte,layer_2
best_node.histogram.6,0.0,landmarking,glue_rte,layer_2
best_node.histogram.7,0.0,landmarking,glue_rte,layer_2
best_node.histogram.8,0.0,landmarking,glue_rte,layer_2
best_node.histogram.9,0.6666666666666666,landmarking,glue_rte,layer_2
best_node.iq_range,0.02891566265060236,landmarking,glue_rte,layer_2
best_node.kurtosis,-2.333333333333333,landmarking,glue_rte,layer_2
best_node.max,0.5253012048192771,landmarking,glue_rte,layer_2
best_node.mean,0.5044176706827309,landmarking,glue_rte,layer_2
best_node.median,0.5204819277108433,landmarking,glue_rte,layer_2
best_node.min,0.4674698795180723,landmarking,glue_rte,layer_2
best_node.nancount,3.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
best_node.nanhistogram.1,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.2,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.3,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.4,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.5,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.6,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.7,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.8,0.0,landmarking,glue_rte,layer_2
best_node.nanhistogram.9,0.6666666666666666,landmarking,glue_rte,layer_2
best_node.naniq_range,0.02891566265060236,landmarking,glue_rte,layer_2
best_node.nankurtosis,-2.333333333333333,landmarking,glue_rte,layer_2
best_node.nanmax,0.5253012048192771,landmarking,glue_rte,layer_2
best_node.nanmean,0.5044176706827309,landmarking,glue_rte,layer_2
best_node.nanmedian,0.5204819277108433,landmarking,glue_rte,layer_2
best_node.nanmin,0.4674698795180723,landmarking,glue_rte,layer_2
best_node.nanpnorm,0.8748547771572266,landmarking,glue_rte,layer_2
best_node.nanpowersum,0.7653708811148207,landmarking,glue_rte,layer_2
best_node.nanquantiles.0,0.4674698795180723,landmarking,glue_rte,layer_2
best_node.nanquantiles.1,0.4939759036144578,landmarking,glue_rte,layer_2
best_node.nanquantiles.2,0.5204819277108433,landmarking,glue_rte,layer_2
best_node.nanquantiles.3,0.5228915662650602,landmarking,glue_rte,layer_2
best_node.nanquantiles.4,0.5253012048192771,landmarking,glue_rte,layer_2
best_node.nanrange,0.05783132530120483,landmarking,glue_rte,layer_2
best_node.nansd,0.03208832828182839,landmarking,glue_rte,layer_2
best_node.nanskewness,-0.37515595519349826,landmarking,glue_rte,layer_2
best_node.nansum,1.5132530120481928,landmarking,glue_rte,layer_2
best_node.nanvar,0.001029660811922388,landmarking,glue_rte,layer_2
best_node.pnorm,0.8748547771572266,landmarking,glue_rte,layer_2
best_node.powersum,0.7653708811148207,landmarking,glue_rte,layer_2
best_node.quantiles.0,0.4674698795180723,landmarking,glue_rte,layer_2
best_node.quantiles.1,0.4939759036144578,landmarking,glue_rte,layer_2
best_node.quantiles.2,0.5204819277108433,landmarking,glue_rte,layer_2
best_node.quantiles.3,0.5228915662650602,landmarking,glue_rte,layer_2
best_node.quantiles.4,0.5253012048192771,landmarking,glue_rte,layer_2
best_node.range,0.05783132530120483,landmarking,glue_rte,layer_2
best_node.sd,0.03208832828182839,landmarking,glue_rte,layer_2
best_node.skewness,-0.37515595519349826,landmarking,glue_rte,layer_2
best_node.sum,1.5132530120481928,landmarking,glue_rte,layer_2
best_node.var,0.001029660811922388,landmarking,glue_rte,layer_2
elite_nn.count,3.0,landmarking,glue_rte,layer_2
elite_nn.histogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
elite_nn.histogram.1,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.2,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.3,0.3333333333333333,landmarking,glue_rte,layer_2
elite_nn.histogram.4,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.5,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.6,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.7,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.8,0.0,landmarking,glue_rte,layer_2
elite_nn.histogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
elite_nn.iq_range,0.012048192771084376,landmarking,glue_rte,layer_2
elite_nn.kurtosis,-2.3333333333333304,landmarking,glue_rte,layer_2
elite_nn.max,0.5253012048192771,landmarking,glue_rte,layer_2
elite_nn.mean,0.5116465863453815,landmarking,glue_rte,layer_2
elite_nn.median,0.5084337349397591,landmarking,glue_rte,layer_2
elite_nn.min,0.5012048192771085,landmarking,glue_rte,layer_2
elite_nn.nancount,3.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.1,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.2,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.3,0.3333333333333333,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.4,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.5,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.6,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.7,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.8,0.0,landmarking,glue_rte,layer_2
elite_nn.nanhistogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
elite_nn.naniq_range,0.012048192771084376,landmarking,glue_rte,layer_2
elite_nn.nankurtosis,-2.3333333333333304,landmarking,glue_rte,layer_2
elite_nn.nanmax,0.5253012048192771,landmarking,glue_rte,layer_2
elite_nn.nanmean,0.5116465863453815,landmarking,glue_rte,layer_2
elite_nn.nanmedian,0.5084337349397591,landmarking,glue_rte,layer_2
elite_nn.nanmin,0.5012048192771085,landmarking,glue_rte,layer_2
elite_nn.nanpnorm,0.8863704019629582,landmarking,glue_rte,layer_2
elite_nn.nanpowersum,0.7856524894759762,landmarking,glue_rte,layer_2
elite_nn.nanquantiles.0,0.5012048192771085,landmarking,glue_rte,layer_2
elite_nn.nanquantiles.1,0.5048192771084338,landmarking,glue_rte,layer_2
elite_nn.nanquantiles.2,0.5084337349397591,landmarking,glue_rte,layer_2
elite_nn.nanquantiles.3,0.5168674698795181,landmarking,glue_rte,layer_2
elite_nn.nanquantiles.4,0.5253012048192771,landmarking,glue_rte,layer_2
elite_nn.nanrange,0.02409638554216864,landmarking,glue_rte,layer_2
elite_nn.nansd,0.012365304673365968,landmarking,glue_rte,layer_2
elite_nn.nanskewness,0.24228679551733956,landmarking,glue_rte,layer_2
elite_nn.nansum,1.5349397590361447,landmarking,glue_rte,layer_2
elite_nn.nanvar,0.00015290075966516622,landmarking,glue_rte,layer_2
elite_nn.pnorm,0.8863704019629582,landmarking,glue_rte,layer_2
elite_nn.powersum,0.7856524894759762,landmarking,glue_rte,layer_2
elite_nn.quantiles.0,0.5012048192771085,landmarking,glue_rte,layer_2
elite_nn.quantiles.1,0.5048192771084338,landmarking,glue_rte,layer_2
elite_nn.quantiles.2,0.5084337349397591,landmarking,glue_rte,layer_2
elite_nn.quantiles.3,0.5168674698795181,landmarking,glue_rte,layer_2
elite_nn.quantiles.4,0.5253012048192771,landmarking,glue_rte,layer_2
elite_nn.range,0.02409638554216864,landmarking,glue_rte,layer_2
elite_nn.sd,0.012365304673365968,landmarking,glue_rte,layer_2
elite_nn.skewness,0.24228679551733956,landmarking,glue_rte,layer_2
elite_nn.sum,1.5349397590361447,landmarking,glue_rte,layer_2
elite_nn.var,0.00015290075966516622,landmarking,glue_rte,layer_2
linear_discr.count,3.0,landmarking,glue_rte,layer_2
linear_discr.histogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
linear_discr.histogram.1,0.3333333333333333,landmarking,glue_rte,layer_2
linear_discr.histogram.2,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.3,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.4,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.5,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.6,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.7,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.8,0.0,landmarking,glue_rte,layer_2
linear_discr.histogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
linear_discr.iq_range,0.02168674698795181,landmarking,glue_rte,layer_2
linear_discr.kurtosis,-2.333333333333338,landmarking,glue_rte,layer_2
linear_discr.max,0.5542168674698795,landmarking,glue_rte,layer_2
linear_discr.mean,0.5269076305220884,landmarking,glue_rte,layer_2
linear_discr.median,0.5156626506024097,landmarking,glue_rte,layer_2
linear_discr.min,0.5108433734939759,landmarking,glue_rte,layer_2
linear_discr.nancount,3.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.1,0.3333333333333333,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.2,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.3,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.4,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.5,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.6,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.7,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.8,0.0,landmarking,glue_rte,layer_2
linear_discr.nanhistogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
linear_discr.naniq_range,0.02168674698795181,landmarking,glue_rte,layer_2
linear_discr.nankurtosis,-2.333333333333338,landmarking,glue_rte,layer_2
linear_discr.nanmax,0.5542168674698795,landmarking,glue_rte,layer_2
linear_discr.nanmean,0.5269076305220884,landmarking,glue_rte,layer_2
linear_discr.nanmedian,0.5156626506024097,landmarking,glue_rte,layer_2
linear_discr.nanmin,0.5108433734939759,landmarking,glue_rte,layer_2
linear_discr.nanpnorm,0.9132498330999763,landmarking,glue_rte,layer_2
linear_discr.nanpowersum,0.8340252576571345,landmarking,glue_rte,layer_2
linear_discr.nanquantiles.0,0.5108433734939759,landmarking,glue_rte,layer_2
linear_discr.nanquantiles.1,0.5132530120481928,landmarking,glue_rte,layer_2
linear_discr.nanquantiles.2,0.5156626506024097,landmarking,glue_rte,layer_2
linear_discr.nanquantiles.3,0.5349397590361447,landmarking,glue_rte,layer_2
linear_discr.nanquantiles.4,0.5542168674698795,landmarking,glue_rte,layer_2
linear_discr.nanrange,0.04337349397590362,landmarking,glue_rte,layer_2
linear_discr.nansd,0.023772929456945764,landmarking,glue_rte,layer_2
linear_discr.nanskewness,0.3671814978517689,landmarking,glue_rte,layer_2
linear_discr.nansum,1.5807228915662652,landmarking,glue_rte,layer_2
linear_discr.nanvar,0.0005651521749649197,landmarking,glue_rte,layer_2
linear_discr.pnorm,0.9132498330999763,landmarking,glue_rte,layer_2
linear_discr.powersum,0.8340252576571345,landmarking,glue_rte,layer_2
linear_discr.quantiles.0,0.5108433734939759,landmarking,glue_rte,layer_2
linear_discr.quantiles.1,0.5132530120481928,landmarking,glue_rte,layer_2
linear_discr.quantiles.2,0.5156626506024097,landmarking,glue_rte,layer_2
linear_discr.quantiles.3,0.5349397590361447,landmarking,glue_rte,layer_2
linear_discr.quantiles.4,0.5542168674698795,landmarking,glue_rte,layer_2
linear_discr.range,0.04337349397590362,landmarking,glue_rte,layer_2
linear_discr.sd,0.023772929456945764,landmarking,glue_rte,layer_2
linear_discr.skewness,0.3671814978517689,landmarking,glue_rte,layer_2
linear_discr.sum,1.5807228915662652,landmarking,glue_rte,layer_2
linear_discr.var,0.0005651521749649197,landmarking,glue_rte,layer_2
naive_bayes.count,3.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
naive_bayes.histogram.1,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.2,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.3,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.4,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.5,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.6,0.3333333333333333,landmarking,glue_rte,layer_2
naive_bayes.histogram.7,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.8,0.0,landmarking,glue_rte,layer_2
naive_bayes.histogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
naive_bayes.iq_range,0.010843373493975905,landmarking,glue_rte,layer_2
naive_bayes.kurtosis,-2.3333333333333304,landmarking,glue_rte,layer_2
naive_bayes.max,0.5253012048192771,landmarking,glue_rte,layer_2
naive_bayes.mean,0.5156626506024097,landmarking,glue_rte,layer_2
naive_bayes.median,0.5180722891566265,landmarking,glue_rte,layer_2
naive_bayes.min,0.5036144578313253,landmarking,glue_rte,layer_2
naive_bayes.nancount,3.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.1,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.2,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.3,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.4,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.5,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.6,0.3333333333333333,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.7,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.8,0.0,landmarking,glue_rte,layer_2
naive_bayes.nanhistogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
naive_bayes.naniq_range,0.010843373493975905,landmarking,glue_rte,layer_2
naive_bayes.nankurtosis,-2.3333333333333304,landmarking,glue_rte,layer_2
naive_bayes.nanmax,0.5253012048192771,landmarking,glue_rte,layer_2
naive_bayes.nanmean,0.5156626506024097,landmarking,glue_rte,layer_2
naive_bayes.nanmedian,0.5180722891566265,landmarking,glue_rte,layer_2
naive_bayes.nanmin,0.5036144578313253,landmarking,glue_rte,layer_2
naive_bayes.nanpnorm,0.8932904201396716,landmarking,glue_rte,layer_2
naive_bayes.nanpowersum,0.7979677747133112,landmarking,glue_rte,layer_2
naive_bayes.nanquantiles.0,0.5036144578313253,landmarking,glue_rte,layer_2
naive_bayes.nanquantiles.1,0.5108433734939759,landmarking,glue_rte,layer_2
naive_bayes.nanquantiles.2,0.5180722891566265,landmarking,glue_rte,layer_2
naive_bayes.nanquantiles.3,0.5216867469879518,landmarking,glue_rte,layer_2
naive_bayes.nanquantiles.4,0.5253012048192771,landmarking,glue_rte,layer_2
naive_bayes.nanrange,0.02168674698795181,landmarking,glue_rte,layer_2
naive_bayes.nansd,0.011042351072182748,landmarking,glue_rte,layer_2
naive_bayes.nanskewness,-0.2078265621295233,landmarking,glue_rte,layer_2
naive_bayes.nansum,1.546987951807229,landmarking,glue_rte,layer_2
naive_bayes.nanvar,0.0001219335172013355,landmarking,glue_rte,layer_2
naive_bayes.pnorm,0.8932904201396716,landmarking,glue_rte,layer_2
naive_bayes.powersum,0.7979677747133112,landmarking,glue_rte,layer_2
naive_bayes.quantiles.0,0.5036144578313253,landmarking,glue_rte,layer_2
naive_bayes.quantiles.1,0.5108433734939759,landmarking,glue_rte,layer_2
naive_bayes.quantiles.2,0.5180722891566265,landmarking,glue_rte,layer_2
naive_bayes.quantiles.3,0.5216867469879518,landmarking,glue_rte,layer_2
naive_bayes.quantiles.4,0.5253012048192771,landmarking,glue_rte,layer_2
naive_bayes.range,0.02168674698795181,landmarking,glue_rte,layer_2
naive_bayes.sd,0.011042351072182748,landmarking,glue_rte,layer_2
naive_bayes.skewness,-0.2078265621295233,landmarking,glue_rte,layer_2
naive_bayes.sum,1.546987951807229,landmarking,glue_rte,layer_2
naive_bayes.var,0.0001219335172013355,landmarking,glue_rte,layer_2
one_nn.count,3.0,landmarking,glue_rte,layer_2
one_nn.histogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
one_nn.histogram.1,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.2,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.3,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.4,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.5,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.6,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.7,0.3333333333333333,landmarking,glue_rte,layer_2
one_nn.histogram.8,0.0,landmarking,glue_rte,layer_2
one_nn.histogram.9,0.3333333333333333,landmarking,glue_rte,layer_2
one_nn.iq_range,0.004819277108433662,landmarking,glue_rte,layer_2
one_nn.kurtosis,-2.3333333333333504,landmarking,glue_rte,layer_2
one_nn.max,0.5060240963855421,landmarking,glue_rte,layer_2
one_nn.mean,0.502008032128514,landmarking,glue_rte,layer_2
one_nn.median,0.5036144578313253,landmarking,glue_rte,layer_2
one_nn.min,0.4963855421686747,landmarking,glue_rte,layer_2
one_nn.nancount,3.0,landmarking,glue_rte,layer_2
one_nn.nanhistogram.0,0.3333333333333333,landmarking,glue_rte,layer_2
one_nn.nanhistogram.1,0.0,landmarking,glue_rte,layer_2
one_nn.nanhistogram.2,0.0,landmarking,glue_rte,layer_2
one_nn.nanhistogram.3,0.0,landmarking,glue_rte,layer_2
one_nn.nanhistogram.4,0.0,landmarking,glue_rte,layer_2
one_nn.nanhistogram.5,0.0,landmarking,glue_rte,layer_2
